Employee_ID,Gender,Age,Department,Role_Level,Location,Education,Hire_Date,Offer_Acceptance_Date,Source_of_Hire,Expected_Salary,Offered_Salary,Manager_Experience_Years,Work_Mode,Laptop_Day1,Buddy_Assigned,Training_Hours_First_Month,Role_Clarity_Score,Onboarding_Satisfaction_Score,Manager_First_Meeting_Days,First_Project_Assigned_Days,Employment_Status,Tenure_Months,Early_Attrition,Exit_Reason_Category,Exit_Reason_Detail,Column1
EMP0289,Female,40,Finance,Mid,Delhi,Postgraduate,15-09-2023,04-09-2023,Campus,868229,870680,2,Remote,Yes,Yes,20,3,4,4,11,Active,23,No,NA,NA,
EMP0290,Male,22,IT,Entry,Pune,Graduate,23-01-2023,14-01-2023,Job Portal,683306,673290,8,Hybrid,Yes,Yes,35,2,3,4,34,Active,24,No,NA,NA,
EMP0291,Male,23,HR,Mid,Delhi,Graduate,10-12-2022,05-12-2022,Referral,496297,480941,11,Remote,No,No,35,4,2,10,15,Resigned,19,No,Career Growth,Lack of Learning,
EMP0292,Male,25,Finance,Mid,Pune,Postgraduate,15-04-2024,17-03-2024,Campus,801789,780901,12,Hybrid,Yes,No,36,5,2,4,30,Resigned,10,No,Role Mismatch,No Role Clarity,
EMP0293,Male,27,Operations,Senior,Bangalore,Postgraduate,30-06-2022,20-06-2022,Campus,528391,556858,15,Hybrid,Yes,Yes,37,2,4,0,8,Active,31,No,NA,NA,
EMP0294,Male,30,Finance,Mid,Hyderabad,Graduate,01-05-2022,13-04-2022,Referral,414763,411699,6,Onsite,No,Yes,6,2,2,1,19,Active,15,No,NA,NA,
EMP0295,Female,37,Sales,Mid,Mumbai,Postgraduate,23-11-2022,02-11-2022,Campus,374228,341453,2,Onsite,No,Yes,10,2,3,3,5,Resigned,6,Yes,Career Growth,Lack of Learning,
EMP0296,Male,32,IT,Mid,Bangalore,Graduate,05-05-2024,24-04-2024,Agency,627240,586506,5,Remote,No,No,29,4,1,2,44,Active,12,No,NA,NA,
EMP0297,Female,39,Finance,Senior,Mumbai,Graduate,24-11-2022,01-11-2022,Referral,892179,879829,8,Remote,Yes,No,34,1,2,6,5,Active,15,No,NA,NA,
EMP0298,Male,36,Sales,Entry,Bangalore,Postgraduate,06-10-2023,12-09-2023,Job Portal,529917,490094,4,Onsite,No,Yes,37,1,5,10,20,Resigned,22,No,Compensation,Salary Mismatch,
EMP0299,Female,37,HR,Mid,Hyderabad,Postgraduate,05-09-2022,21-08-2022,Agency,485555,482739,3,Onsite,Yes,No,37,2,4,6,24,Active,21,No,NA,NA,
EMP0300,Female,38,Operations,Entry,Bangalore,Postgraduate,14-04-2022,19-03-2022,Agency,489592,535422,7,Remote,Yes,No,29,2,3,6,24,Resigned,1,Yes,Work Culture,Toxic Culture,
EMP0301,Male,26,IT,Senior,Mumbai,Postgraduate,02-10-2022,04-09-2022,Job Portal,655335,677604,10,Onsite,No,No,7,1,4,7,20,Resigned,1,Yes,Role Mismatch,No Role Clarity,
EMP0302,Male,23,Finance,Senior,Delhi,Graduate,26-09-2022,16-09-2022,Agency,666107,693947,7,Remote,Yes,Yes,35,5,1,10,19,Active,19,No,NA,NA,
EMP0303,Female,39,Finance,Senior,Bangalore,Graduate,21-01-2022,03-01-2022,Campus,406460,376751,4,Hybrid,No,No,34,3,4,4,5,Active,13,No,NA,NA,
EMP0304,Male,29,IT,Entry,Bangalore,Graduate,16-04-2024,07-04-2024,Agency,525015,533844,3,Onsite,Yes,Yes,6,1,2,9,41,Active,11,No,NA,NA,
EMP0305,Male,33,Finance,Mid,Bangalore,Graduate,19-11-2022,06-11-2022,Referral,358758,325903,1,Onsite,No,No,32,2,5,10,32,Active,23,No,NA,NA,
EMP0306,Female,26,Sales,Mid,Delhi,Graduate,21-01-2023,15-01-2023,Agency,458519,434347,6,Hybrid,No,Yes,6,4,1,3,34,Active,14,No,NA,NA,
EMP0307,Male,27,IT,Entry,Pune,Graduate,16-08-2023,22-07-2023,Campus,690237,704645,7,Onsite,No,Yes,28,4,1,10,39,Active,6,No,NA,NA,
EMP0308,Male,40,HR,Entry,Pune,Graduate,01-03-2022,22-02-2022,Campus,482713,443881,8,Onsite,Yes,Yes,28,4,4,0,13,Active,35,No,NA,NA,
EMP0309,Male,37,Sales,Senior,Hyderabad,Graduate,15-04-2023,27-03-2023,Campus,651614,607498,6,Onsite,No,No,20,2,2,7,14,Active,27,No,NA,NA,
EMP0310,Female,28,Operations,Senior,Delhi,Graduate,06-06-2024,28-05-2024,Agency,449705,491875,1,Hybrid,Yes,No,37,5,4,5,21,Resigned,16,No,Career Growth,No Growth Opportunity,
EMP0311,Female,25,Sales,Mid,Delhi,Postgraduate,04-04-2022,17-03-2022,Campus,680269,717386,9,Hybrid,Yes,Yes,30,3,3,7,26,Active,8,No,NA,NA,
EMP0312,Female,28,Finance,Senior,Hyderabad,Graduate,08-08-2023,30-07-2023,Campus,363684,355284,3,Onsite,Yes,Yes,21,2,1,7,31,Resigned,14,No,Role Mismatch,No Role Clarity,
EMP0313,Male,36,HR,Senior,Mumbai,Graduate,21-01-2023,14-01-2023,Agency,760441,750869,5,Onsite,Yes,Yes,18,1,3,0,8,Resigned,22,No,Compensation,Salary Mismatch,
EMP0314,Female,25,IT,Entry,Bangalore,Postgraduate,29-04-2023,30-03-2023,Referral,353704,347632,6,Hybrid,No,Yes,13,5,2,10,23,Active,31,No,NA,NA,
EMP0315,Male,35,Finance,Entry,Bangalore,Graduate,01-05-2024,18-04-2024,Referral,649111,677429,1,Onsite,Yes,No,28,4,2,5,35,Active,10,No,NA,NA,
EMP0316,Female,35,Operations,Mid,Delhi,Graduate,08-09-2022,26-08-2022,Job Portal,391470,344957,7,Hybrid,Yes,Yes,33,2,4,4,45,Active,18,No,NA,NA,
EMP0317,Female,39,IT,Senior,Mumbai,Graduate,04-05-2023,29-04-2023,Campus,543658,524150,5,Hybrid,No,Yes,29,3,3,5,18,Active,22,No,NA,NA,
EMP0318,Female,32,Operations,Mid,Bangalore,Graduate,26-05-2024,28-04-2024,Agency,635305,659352,6,Onsite,No,Yes,6,2,3,5,17,Resigned,5,Yes,Career Growth,Lack of Learning,
EMP0319,Female,38,Sales,Mid,Bangalore,Postgraduate,05-07-2022,28-06-2022,Agency,376133,402788,15,Hybrid,Yes,Yes,25,4,4,8,34,Resigned,19,No,Work Culture,Toxic Culture,
EMP0320,Male,28,Sales,Mid,Bangalore,Postgraduate,05-03-2023,19-02-2023,Campus,521345,492496,9,Remote,Yes,Yes,14,2,1,7,21,Resigned,11,No,Personal,Relocation,
EMP0321,Male,36,Operations,Entry,Bangalore,Graduate,04-10-2022,21-09-2022,Campus,806447,843258,2,Remote,Yes,Yes,35,2,3,5,21,Active,33,No,NA,NA,
EMP0322,Male,38,Sales,Mid,Pune,Graduate,10-03-2024,21-02-2024,Agency,870587,909751,10,Onsite,No,No,37,5,2,10,42,Active,12,No,NA,NA,
EMP0323,Female,31,IT,Senior,Hyderabad,Postgraduate,04-01-2024,22-12-2023,Job Portal,465255,448926,5,Remote,Yes,Yes,13,5,4,1,21,Active,16,No,NA,NA,
EMP0324,Male,22,IT,Senior,Mumbai,Graduate,17-07-2023,06-07-2023,Referral,638770,624105,9,Remote,No,Yes,19,4,1,4,40,Resigned,2,Yes,Personal,Health Issues,
EMP0325,Female,38,IT,Mid,Bangalore,Postgraduate,28-10-2023,20-10-2023,Referral,356363,339801,6,Hybrid,Yes,No,40,3,1,1,14,Active,28,No,NA,NA,
EMP0326,Female,32,Sales,Entry,Delhi,Postgraduate,05-02-2022,28-01-2022,Agency,649899,648579,1,Remote,No,No,39,1,4,1,38,Active,27,No,NA,NA,
EMP0327,Male,22,IT,Mid,Mumbai,Graduate,29-10-2022,22-10-2022,Referral,840850,833014,12,Remote,Yes,Yes,36,5,3,2,29,Active,16,No,NA,NA,
EMP0328,Female,40,Finance,Senior,Delhi,Postgraduate,30-12-2022,12-12-2022,Job Portal,422407,432332,1,Onsite,No,Yes,29,2,1,6,17,Active,19,No,NA,NA,
EMP0329,Female,31,Operations,Mid,Hyderabad,Postgraduate,19-09-2023,09-09-2023,Agency,417574,406961,2,Remote,No,Yes,6,4,5,2,13,Active,23,No,NA,NA,
EMP0330,Female,24,IT,Mid,Bangalore,Postgraduate,22-05-2022,16-05-2022,Campus,521845,491902,10,Hybrid,No,Yes,35,3,5,5,43,Resigned,14,No,Career Growth,No Growth Opportunity,
EMP0331,Male,29,Sales,Senior,Bangalore,Graduate,23-04-2022,26-03-2022,Job Portal,437998,438404,11,Hybrid,No,No,9,3,3,9,17,Active,29,No,NA,NA,
EMP0332,Male,36,Finance,Senior,Pune,Graduate,29-03-2024,28-02-2024,Campus,443988,456280,5,Hybrid,Yes,No,31,2,3,10,21,Active,21,No,NA,NA,
EMP0333,Male,35,Operations,Mid,Bangalore,Graduate,09-12-2022,28-11-2022,Agency,640579,688505,3,Remote,No,Yes,37,1,2,1,38,Resigned,20,No,Manager Issues,Lack of Feedback,
EMP0334,Male,27,Sales,Mid,Bangalore,Postgraduate,10-06-2023,21-05-2023,Agency,807881,779112,7,Remote,No,Yes,26,4,5,8,16,Resigned,21,No,Manager Issues,Poor Manager Behavior,
EMP0335,Female,38,Operations,Entry,Bangalore,Postgraduate,15-01-2022,08-01-2022,Job Portal,854575,817349,15,Remote,No,No,40,2,4,8,35,Resigned,15,No,Personal,Higher Studies,
EMP0336,Male,38,IT,Entry,Pune,Graduate,07-11-2023,28-10-2023,Job Portal,798059,825346,9,Onsite,No,Yes,21,4,3,10,25,Resigned,15,No,Work Culture,Toxic Culture,
EMP0337,Female,36,HR,Entry,Hyderabad,Postgraduate,08-03-2023,12-02-2023,Agency,711408,682168,5,Hybrid,No,No,26,1,2,2,10,Active,28,No,NA,NA,
EMP0338,Female,26,Sales,Mid,Delhi,Postgraduate,13-04-2023,14-03-2023,Job Portal,873524,833793,5,Hybrid,Yes,No,38,2,4,8,42,Active,35,No,NA,NA,
EMP0339,Male,27,IT,Senior,Pune,Graduate,24-01-2023,01-01-2023,Agency,368686,372442,6,Onsite,Yes,Yes,9,4,1,0,34,Active,21,No,NA,NA,
EMP0340,Male,31,IT,Senior,Pune,Postgraduate,12-09-2023,23-08-2023,Agency,376332,382297,13,Onsite,No,Yes,22,4,1,10,31,Resigned,14,No,Role Mismatch,No Role Clarity,
EMP0341,Male,29,IT,Mid,Hyderabad,Graduate,20-03-2024,08-03-2024,Agency,509689,503601,14,Remote,Yes,No,16,1,1,5,25,Active,26,No,NA,NA,
EMP0342,Female,40,Sales,Mid,Hyderabad,Graduate,23-11-2022,30-10-2022,Job Portal,535900,578125,8,Onsite,Yes,Yes,13,5,5,10,12,Active,16,No,NA,NA,
EMP0343,Male,27,Finance,Senior,Hyderabad,Graduate,25-10-2023,02-10-2023,Referral,626308,613808,15,Hybrid,No,Yes,8,5,2,7,36,Resigned,5,Yes,Personal,Health Issues,
EMP0344,Male,33,HR,Senior,Hyderabad,Postgraduate,19-05-2022,04-05-2022,Campus,510297,546051,1,Onsite,No,Yes,40,1,4,2,8,Active,19,No,NA,NA,
EMP0345,Male,39,Finance,Entry,Pune,Graduate,24-06-2023,16-06-2023,Job Portal,755038,780164,9,Onsite,Yes,No,39,5,3,8,45,Active,21,No,NA,NA,
EMP0346,Male,40,Operations,Entry,Hyderabad,Postgraduate,20-12-2023,08-12-2023,Job Portal,459328,428750,11,Hybrid,Yes,Yes,14,2,5,3,27,Active,15,No,NA,NA,
EMP0347,Female,39,HR,Entry,Bangalore,Graduate,04-04-2023,30-03-2023,Job Portal,392432,441682,8,Remote,No,Yes,7,1,2,3,20,Active,24,No,NA,NA,
EMP0348,Male,27,Sales,Entry,Hyderabad,Graduate,24-06-2022,02-06-2022,Job Portal,862506,829958,8,Hybrid,Yes,No,28,5,1,4,10,Resigned,1,Yes,Role Mismatch,No Role Clarity,
EMP0349,Female,38,Operations,Mid,Hyderabad,Postgraduate,05-05-2022,29-04-2022,Job Portal,575191,611140,9,Remote,No,No,6,4,4,1,21,Active,18,No,NA,NA,
EMP0350,Male,39,HR,Mid,Mumbai,Postgraduate,24-05-2023,08-05-2023,Referral,857319,861327,6,Hybrid,Yes,Yes,10,2,5,0,24,Active,29,No,NA,NA,
EMP0351,Male,23,IT,Entry,Delhi,Postgraduate,24-01-2023,16-01-2023,Campus,379496,395166,6,Remote,No,No,15,2,4,7,13,Active,17,No,NA,NA,
EMP0352,Female,34,HR,Senior,Mumbai,Graduate,29-01-2022,13-01-2022,Referral,836035,866649,3,Hybrid,No,Yes,5,5,5,0,25,Active,26,No,NA,NA,
EMP0353,Male,25,IT,Senior,Bangalore,Graduate,23-08-2022,12-08-2022,Job Portal,753810,750737,1,Onsite,Yes,No,13,2,1,8,8,Active,29,No,NA,NA,
EMP0354,Female,39,IT,Entry,Hyderabad,Graduate,14-12-2023,14-11-2023,Referral,681168,678031,7,Remote,No,No,39,1,3,2,42,Resigned,6,Yes,Role Mismatch,No Role Clarity,
EMP0355,Male,39,Sales,Mid,Bangalore,Graduate,30-05-2022,18-05-2022,Campus,605304,608481,11,Remote,No,Yes,17,1,3,3,39,Resigned,13,No,Personal,Higher Studies,
EMP0356,Male,30,Operations,Mid,Mumbai,Graduate,30-07-2023,03-07-2023,Agency,417345,370233,11,Onsite,Yes,No,23,4,2,4,7,Active,33,No,NA,NA,
EMP0357,Male,28,IT,Senior,Delhi,Graduate,18-01-2022,13-01-2022,Referral,590285,627822,5,Remote,No,No,36,2,3,4,12,Resigned,10,No,Compensation,Better Offer,
EMP0358,Male,34,Finance,Entry,Bangalore,Postgraduate,17-06-2024,10-06-2024,Job Portal,878193,892761,8,Onsite,Yes,No,14,5,1,4,35,Active,29,No,NA,NA,
EMP0359,Male,30,HR,Entry,Pune,Postgraduate,10-12-2022,29-11-2022,Campus,547142,516908,1,Onsite,Yes,No,24,4,5,6,43,Active,32,No,NA,NA,
EMP0360,Male,36,Finance,Entry,Mumbai,Graduate,28-04-2024,18-04-2024,Agency,492317,507981,9,Remote,Yes,No,19,2,3,7,37,Active,20,No,NA,NA,
EMP0361,Male,30,Sales,Entry,Hyderabad,Graduate,28-02-2024,31-01-2024,Job Portal,818981,811847,8,Remote,Yes,Yes,25,3,5,3,21,Active,28,No,NA,NA,
EMP0362,Male,30,Sales,Senior,Pune,Postgraduate,27-08-2023,10-08-2023,Referral,660323,669939,11,Hybrid,Yes,No,19,5,1,6,28,Active,24,No,NA,NA,
EMP0363,Female,33,Finance,Mid,Delhi,Postgraduate,24-11-2023,29-10-2023,Job Portal,798621,822902,11,Onsite,No,Yes,21,4,3,2,39,Active,30,No,NA,NA,
EMP0364,Male,39,HR,Entry,Hyderabad,Graduate,26-03-2022,19-03-2022,Job Portal,427759,403431,7,Hybrid,Yes,Yes,11,3,1,3,34,Active,16,No,NA,NA,
EMP0365,Female,35,Operations,Entry,Pune,Graduate,12-03-2024,03-03-2024,Agency,761663,808761,7,Onsite,Yes,No,24,5,3,2,16,Active,36,No,NA,NA,
EMP0366,Female,22,Operations,Mid,Delhi,Postgraduate,21-08-2022,28-07-2022,Campus,824853,793195,9,Hybrid,No,Yes,38,1,2,4,25,Active,20,No,NA,NA,
EMP0367,Male,40,Finance,Entry,Bangalore,Graduate,20-12-2023,22-11-2023,Campus,892983,932556,2,Hybrid,No,No,13,2,1,10,15,Active,32,No,NA,NA,
EMP0368,Male,39,Finance,Entry,Mumbai,Postgraduate,12-03-2023,18-02-2023,Campus,721057,703736,5,Remote,Yes,Yes,35,1,4,2,45,Active,21,No,NA,NA,
EMP0369,Male,37,Sales,Mid,Delhi,Postgraduate,22-05-2022,11-05-2022,Referral,769016,765549,5,Remote,Yes,Yes,40,3,5,6,28,Resigned,21,No,Work Culture,Toxic Culture,
EMP0370,Male,28,Operations,Entry,Bangalore,Graduate,20-09-2022,23-08-2022,Referral,572618,596593,2,Onsite,Yes,No,16,3,4,1,18,Resigned,3,Yes,Work Culture,Team Conflict,
EMP0371,Female,32,Operations,Entry,Delhi,Graduate,08-09-2022,01-09-2022,Agency,744072,770399,6,Remote,No,No,10,4,4,7,12,Resigned,20,No,Career Growth,Lack of Learning,
EMP0372,Male,34,IT,Senior,Delhi,Postgraduate,10-06-2024,02-06-2024,Campus,680271,726610,1,Onsite,No,No,11,5,1,10,21,Resigned,7,No,Role Mismatch,No Role Clarity,
EMP0373,Male,34,IT,Mid,Mumbai,Postgraduate,16-03-2022,07-03-2022,Campus,878448,886403,2,Hybrid,No,No,21,3,1,4,15,Resigned,3,Yes,Compensation,Low Increment,
EMP0374,Female,32,Sales,Entry,Bangalore,Postgraduate,22-06-2023,03-06-2023,Referral,868409,903840,5,Remote,No,Yes,5,1,3,3,40,Active,22,No,NA,NA,
EMP0375,Female,37,HR,Mid,Hyderabad,Postgraduate,12-04-2023,07-04-2023,Campus,835993,818053,11,Remote,Yes,No,26,3,3,4,17,Resigned,3,Yes,Career Growth,Lack of Learning,
EMP0376,Male,34,Operations,Mid,Delhi,Graduate,09-11-2023,13-10-2023,Campus,860548,847144,6,Hybrid,Yes,Yes,16,4,1,2,34,Active,19,No,NA,NA,
EMP0377,Female,37,Sales,Entry,Pune,Postgraduate,16-11-2023,02-11-2023,Agency,593732,605954,13,Hybrid,No,Yes,34,5,1,0,34,Active,20,No,NA,NA,
EMP0378,Male,33,HR,Senior,Delhi,Postgraduate,26-06-2022,17-06-2022,Referral,700365,720042,12,Remote,Yes,No,18,5,1,1,40,Resigned,15,No,Role Mismatch,Job Different From Discussion,
EMP0379,Female,32,IT,Entry,Delhi,Postgraduate,10-04-2022,22-03-2022,Campus,696042,733073,3,Onsite,No,No,10,1,2,9,42,Active,11,No,NA,NA,
EMP0380,Male,36,Finance,Mid,Hyderabad,Postgraduate,29-01-2022,24-01-2022,Job Portal,690536,649196,8,Remote,No,No,23,4,4,1,34,Active,15,No,NA,NA,
EMP0381,Female,36,Operations,Senior,Mumbai,Postgraduate,05-06-2024,31-05-2024,Campus,890413,913756,9,Hybrid,No,Yes,20,2,3,0,14,Resigned,3,Yes,Manager Issues,Micromanagement,
EMP0382,Male,22,Finance,Mid,Delhi,Graduate,01-03-2024,24-02-2024,Referral,464182,415399,15,Hybrid,No,Yes,29,5,2,3,42,Active,17,No,NA,NA,
EMP0383,Female,35,Sales,Mid,Mumbai,Postgraduate,13-05-2023,02-05-2023,Job Portal,602639,571586,5,Onsite,Yes,No,23,5,1,4,28,Active,25,No,NA,NA,
EMP0384,Female,35,HR,Senior,Pune,Postgraduate,27-12-2023,14-12-2023,Agency,725257,713599,11,Remote,No,No,7,2,1,2,21,Active,8,No,NA,NA,
EMP0385,Male,40,IT,Mid,Pune,Postgraduate,15-10-2022,20-09-2022,Job Portal,818024,816403,11,Remote,No,No,12,3,5,7,45,Active,15,No,NA,NA,
EMP0386,Male,29,HR,Mid,Delhi,Postgraduate,15-12-2022,07-12-2022,Campus,829908,832449,7,Hybrid,No,Yes,9,1,4,4,18,Active,18,No,NA,NA,
EMP0387,Male,26,HR,Entry,Bangalore,Graduate,07-05-2023,08-04-2023,Referral,656453,615956,11,Hybrid,No,Yes,32,4,2,10,41,Active,29,No,NA,NA,
EMP0388,Female,22,IT,Entry,Bangalore,Graduate,14-07-2023,07-07-2023,Agency,643676,678848,14,Onsite,No,Yes,21,5,1,9,13,Resigned,11,No,Compensation,Better Offer,
EMP0389,Female,39,Sales,Mid,Pune,Postgraduate,30-05-2024,14-05-2024,Job Portal,702405,673736,15,Hybrid,Yes,No,5,3,5,1,8,Active,23,No,NA,NA,
EMP0390,Male,25,IT,Senior,Delhi,Postgraduate,20-06-2023,10-06-2023,Referral,483577,439386,15,Onsite,Yes,No,13,2,2,0,32,Active,16,No,NA,NA,
EMP0391,Female,24,Finance,Mid,Hyderabad,Graduate,23-02-2024,11-02-2024,Campus,729374,685359,10,Onsite,Yes,Yes,30,5,2,1,28,Active,22,No,NA,NA,
EMP0392,Male,27,Operations,Entry,Mumbai,Graduate,05-09-2022,12-08-2022,Campus,674624,690198,7,Hybrid,No,Yes,28,5,3,0,33,Active,23,No,NA,NA,
EMP0393,Female,30,Sales,Senior,Mumbai,Postgraduate,03-03-2024,05-02-2024,Referral,549557,592849,6,Onsite,No,No,31,3,1,6,45,Active,15,No,NA,NA,
EMP0394,Male,23,HR,Entry,Pune,Graduate,17-09-2022,04-09-2022,Referral,487879,519683,3,Onsite,No,Yes,38,5,2,0,25,Active,18,No,NA,NA,
EMP0395,Male,25,Sales,Entry,Delhi,Postgraduate,28-03-2023,03-03-2023,Job Portal,744775,739117,15,Onsite,No,Yes,18,4,3,3,20,Active,14,No,NA,NA,
EMP0396,Male,23,Finance,Mid,Bangalore,Graduate,28-08-2023,10-08-2023,Agency,641772,597104,9,Hybrid,No,Yes,27,4,2,7,14,Active,8,No,NA,NA,
EMP0397,Male,27,HR,Senior,Delhi,Postgraduate,22-03-2022,09-03-2022,Agency,679495,633697,10,Remote,Yes,Yes,29,5,1,0,36,Active,11,No,NA,NA,
EMP0398,Male,25,Sales,Mid,Mumbai,Postgraduate,11-04-2022,20-03-2022,Referral,686542,670162,12,Remote,Yes,No,6,1,2,4,26,Active,6,No,NA,NA,
EMP0399,Female,23,Operations,Senior,Pune,Graduate,13-08-2022,06-08-2022,Agency,464992,434889,9,Onsite,Yes,Yes,15,5,5,2,5,Active,16,No,NA,NA,
EMP0400,Male,30,Operations,Mid,Bangalore,Postgraduate,03-03-2023,14-02-2023,Job Portal,359908,311091,4,Remote,No,Yes,28,2,3,4,36,Active,25,No,NA,NA,
EMP0401,Male,28,IT,Senior,Hyderabad,Graduate,19-01-2023,26-12-2022,Job Portal,776364,762050,11,Onsite,Yes,Yes,27,2,3,2,7,Resigned,18,No,Manager Issues,Lack of Feedback,
EMP0402,Male,35,Sales,Mid,Hyderabad,Graduate,02-09-2023,23-08-2023,Campus,696160,679120,13,Hybrid,Yes,Yes,26,1,1,0,19,Active,7,No,NA,NA,
EMP0403,Male,30,HR,Senior,Hyderabad,Postgraduate,26-07-2022,04-07-2022,Job Portal,750710,791721,15,Onsite,No,No,36,4,1,1,31,Active,33,No,NA,NA,
EMP0404,Female,27,Operations,Senior,Pune,Graduate,21-06-2022,16-06-2022,Job Portal,867314,874756,1,Hybrid,Yes,Yes,24,5,2,6,45,Active,11,No,NA,NA,
EMP0405,Male,35,Operations,Senior,Pune,Postgraduate,09-02-2022,24-01-2022,Campus,553019,570535,13,Hybrid,No,No,15,4,4,2,36,Active,33,No,NA,NA,
EMP0406,Female,24,IT,Mid,Delhi,Postgraduate,21-02-2023,25-01-2023,Job Portal,723580,739828,13,Remote,Yes,Yes,15,4,2,1,24,Active,10,No,NA,NA,
EMP0407,Female,33,HR,Senior,Pune,Graduate,11-03-2022,19-02-2022,Job Portal,817966,819922,5,Hybrid,No,Yes,39,5,3,0,34,Active,30,No,NA,NA,
EMP0408,Female,40,Operations,Senior,Mumbai,Graduate,30-11-2023,07-11-2023,Agency,874745,909944,5,Remote,No,Yes,40,4,2,5,42,Resigned,5,Yes,Personal,Health Issues,
EMP0409,Female,36,Sales,Entry,Bangalore,Graduate,14-05-2022,23-04-2022,Campus,659479,695304,13,Remote,Yes,Yes,5,1,4,5,11,Active,22,No,NA,NA,
EMP0410,Female,33,IT,Entry,Hyderabad,Postgraduate,19-03-2022,24-02-2022,Campus,659859,682123,8,Onsite,Yes,No,26,4,1,4,18,Resigned,14,No,Compensation,Low Increment,
EMP0411,Male,35,Sales,Entry,Delhi,Graduate,21-10-2023,11-10-2023,Referral,558887,550849,8,Hybrid,No,No,16,3,5,5,40,Active,17,No,NA,NA,
EMP0412,Female,34,HR,Entry,Delhi,Postgraduate,11-06-2022,20-05-2022,Agency,448742,412192,4,Hybrid,Yes,No,19,2,5,8,43,Active,9,No,NA,NA,
EMP0413,Female,28,Finance,Mid,Mumbai,Graduate,04-04-2023,13-03-2023,Agency,816617,859520,11,Remote,Yes,No,20,2,2,5,15,Active,29,No,NA,NA,
EMP0414,Female,37,HR,Senior,Delhi,Graduate,30-05-2024,07-05-2024,Campus,683518,694311,13,Hybrid,No,Yes,35,1,4,0,6,Active,8,No,NA,NA,
EMP0415,Female,38,Operations,Entry,Hyderabad,Graduate,23-12-2023,05-12-2023,Agency,358402,338248,11,Onsite,No,No,36,1,3,3,37,Active,29,No,NA,NA,
EMP0416,Male,31,Sales,Entry,Hyderabad,Graduate,06-01-2023,11-12-2022,Referral,407159,383855,11,Remote,Yes,No,8,3,4,4,35,Active,12,No,NA,NA,
EMP0417,Male,25,Operations,Mid,Hyderabad,Graduate,25-03-2023,04-03-2023,Campus,676490,630493,7,Onsite,No,No,33,4,1,8,23,Active,7,No,NA,NA,
EMP0418,Female,22,Finance,Entry,Hyderabad,Postgraduate,09-01-2023,12-12-2022,Campus,476453,454422,11,Hybrid,No,No,24,2,4,2,13,Active,34,No,NA,NA,
EMP0419,Male,24,HR,Mid,Pune,Postgraduate,08-12-2022,21-11-2022,Job Portal,704533,721638,14,Hybrid,No,No,9,3,2,3,32,Active,22,No,NA,NA,
EMP0420,Male,40,Operations,Senior,Mumbai,Graduate,28-11-2023,06-11-2023,Job Portal,650105,610138,7,Onsite,No,No,7,1,4,8,43,Active,35,No,NA,NA,
EMP0421,Female,23,Finance,Mid,Pune,Postgraduate,14-05-2022,25-04-2022,Agency,546729,564805,15,Hybrid,Yes,Yes,5,1,1,0,41,Active,25,No,NA,NA,
EMP0422,Female,39,Finance,Entry,Hyderabad,Postgraduate,12-09-2022,24-08-2022,Agency,730709,771523,6,Hybrid,No,No,7,3,5,9,42,Active,25,No,NA,NA,
EMP0423,Male,24,Sales,Entry,Delhi,Postgraduate,03-01-2022,29-12-2021,Campus,656273,665169,3,Onsite,Yes,Yes,16,4,1,8,23,Resigned,22,No,Role Mismatch,Job Different From Discussion,
EMP0424,Female,34,IT,Mid,Hyderabad,Postgraduate,13-12-2022,21-11-2022,Job Portal,732583,729537,7,Hybrid,Yes,Yes,39,3,1,6,14,Active,16,No,NA,NA,
EMP0425,Female,24,Operations,Mid,Hyderabad,Postgraduate,08-12-2023,01-12-2023,Campus,740964,780907,9,Onsite,No,Yes,30,1,2,10,18,Resigned,5,Yes,Role Mismatch,No Role Clarity,
EMP0426,Female,25,IT,Senior,Delhi,Graduate,19-09-2023,04-09-2023,Campus,382839,373206,8,Onsite,Yes,No,29,5,3,2,41,Active,11,No,NA,NA,
EMP0427,Female,27,Finance,Senior,Pune,Graduate,06-05-2024,01-05-2024,Campus,584011,624549,2,Onsite,No,No,17,1,1,4,44,Active,32,No,NA,NA,
EMP0428,Female,23,HR,Mid,Hyderabad,Postgraduate,25-01-2023,15-01-2023,Agency,864711,873290,6,Onsite,No,No,34,2,3,7,37,Active,7,No,NA,NA,
EMP0429,Male,38,Operations,Entry,Pune,Graduate,09-01-2022,23-12-2021,Job Portal,806161,776061,6,Onsite,No,Yes,17,1,2,4,11,Active,6,No,NA,NA,
EMP0430,Male,32,IT,Entry,Bangalore,Postgraduate,17-06-2022,03-06-2022,Campus,764351,785996,6,Remote,No,Yes,20,1,2,3,26,Resigned,17,No,Work Culture,Toxic Culture,
EMP0431,Female,40,Operations,Mid,Hyderabad,Postgraduate,13-04-2024,20-03-2024,Referral,605742,571852,7,Remote,Yes,No,9,3,4,7,45,Resigned,13,No,Personal,Relocation,
EMP0432,Male,27,Operations,Senior,Mumbai,Graduate,28-02-2023,29-01-2023,Agency,680530,690250,11,Hybrid,Yes,No,29,3,3,2,43,Active,36,No,NA,NA,
EMP0433,Male,33,Finance,Entry,Pune,Graduate,31-01-2024,15-01-2024,Referral,485732,528586,10,Hybrid,Yes,No,6,5,5,3,20,Active,22,No,NA,NA,
